idVuelo,iataOrigen,iataDestino,horaSalidaUtc,horaLlegadaUtc,capacidadMaletas,cancelado
V000268,LKPR,SEQM,2026-01-02T03:24:00.000Z,2026-01-02T16:10:00.000Z,300,false
V000269,SEQM,LKPR,2026-01-02T14:29:00.000Z,2026-01-03T03:15:00.000Z,320,false
V000270,LKPR,SEQM,2026-01-02T08:21:00.000Z,2026-01-02T21:07:00.000Z,300,false
V000271,SEQM,LKPR,2026-01-02T21:33:00.000Z,2026-01-03T10:19:00.000Z,340,false
V000272,LKPR,SEQM,2026-01-02T12:00:00.000Z,2026-01-03T00:46:00.000Z,360,false
V000273,SEQM,LKPR,2026-01-03T02:49:00.000Z,2026-01-03T15:35:00.000Z,300,false
V000274,LKPR,SEQM,2026-01-02T18:39:00.000Z,2026-01-03T07:25:00.000Z,360,false
V000275,SEQM,LDZA,2026-01-02T08:45:00.000Z,2026-01-02T21:44:00.000Z,300,false
V000276,LDZA,SEQM,2026-01-01T23:44:00.000Z,2026-01-02T12:43:00.000Z,320,false
V000277,SEQM,LDZA,2026-01-02T16:38:00.000Z,2026-01-03T05:37:00.000Z,340,false
V000278,LDZA,SEQM,2026-01-02T07:02:00.000Z,2026-01-02T20:01:00.000Z,320,false
V000279,SEQM,LDZA,2026-01-02T19:21:00.000Z,2026-01-03T08:20:00.000Z,320,false
V000280,LDZA,SEQM,2026-01-02T10:28:00.000Z,2026-01-02T23:27:00.000Z,360,false
V000281,SEQM,LDZA,2026-01-03T00:15:00.000Z,2026-01-03T13:14:00.000Z,320,false
V000282,LDZA,SEQM,2026-01-02T19:37:00.000Z,2026-01-03T08:36:00.000Z,340,false
V000283,SEQM,EKCH,2026-01-02T08:44:00.000Z,2026-01-02T21:19:00.000Z,360,false
V000284,EKCH,SEQM,2026-01-02T19:15:00.000Z,2026-01-03T07:50:00.000Z,360,false
V000285,SEQM,EHAM,2026-01-02T12:32:00.000Z,2026-01-03T00:26:00.000Z,340,false
V000286,EHAM,SEQM,2026-01-01T22:02:00.000Z,2026-01-02T09:56:00.000Z,320,false
V000287,SEQM,EHAM,2026-01-02T19:04:00.000Z,2026-01-03T06:58:00.000Z,360,false
V000288,EHAM,SEQM,2026-01-02T12:40:00.000Z,2026-01-03T00:34:00.000Z,360,false
V000289,SEQM,EHAM,2026-01-03T02:55:00.000Z,2026-01-03T14:49:00.000Z,340,false
V000290,EHAM,SEQM,2026-01-02T21:10:00.000Z,2026-01-03T09:04:00.000Z,320,false
V000291,SEQM,VIDP,2026-01-02T06:12:00.000Z,2026-01-03T02:13:00.000Z,320,false
V000292,VIDP,SEQM,2026-01-01T23:09:00.000Z,2026-01-02T19:10:00.000Z,300,false
V000293,SEQM,VIDP,2026-01-02T16:10:00.000Z,2026-01-03T12:11:00.000Z,300,false
V000294,VIDP,SEQM,2026-01-02T02:03:00.000Z,2026-01-02T22:04:00.000Z,300,false
V000295,SEQM,VIDP,2026-01-02T21:00:00.000Z,2026-01-03T17:01:00.000Z,340,false
V000296,VIDP,SEQM,2026-01-02T08:25:00.000Z,2026-01-03T04:26:00.000Z,360,false
V000297,SEQM,VIDP,2026-01-03T04:07:00.000Z,2026-01-03T00:08:00.000Z,300,false
V000298,VIDP,SEQM,2026-01-02T18:15:00.000Z,2026-01-03T14:16:00.000Z,320,false
V000299,SEQM,OSDI,2026-01-02T10:30:00.000Z,2026-01-03T01:52:00.000Z,320,false
V000300,OSDI,SEQM,2026-01-01T21:09:00.000Z,2026-01-02T12:31:00.000Z,340,false
V000301,SEQM,OSDI,2026-01-02T13:36:00.000Z,2026-01-03T04:58:00.000Z,300,false
V000302,OSDI,SEQM,2026-01-02T06:27:00.000Z,2026-01-02T21:49:00.000Z,360,false
V000303,SEQM,OSDI,2026-01-02T21:21:00.000Z,2026-01-03T12:43:00.000Z,300,false
V000304,OSDI,SEQM,2026-01-02T14:06:00.000Z,2026-01-03T05:28:00.000Z,300,false
V000305,SEQM,OSDI,2026-01-02T23:46:00.000Z,2026-01-03T15:08:00.000Z,300,false
V000306,OSDI,SEQM,2026-01-02T20:21:00.000Z,2026-01-03T11:43:00.000Z,300,false
V000307,SEQM,OAKB,2026-01-02T12:54:00.000Z,2026-01-03T07:39:00.000Z,340,false
V000308,OAKB,SEQM,2026-01-02T07:38:00.000Z,2026-01-03T02:23:00.000Z,300,false
V000309,SEQM,OAKB,2026-01-03T04:32:00.000Z,2026-01-02T23:17:00.000Z,340,false
V000310,OAKB,SEQM,2026-01-02T17:39:00.000Z,2026-01-03T12:24:00.000Z,360,false
V000311,SEQM,OOMS,2026-01-02T11:19:00.000Z,2026-01-03T05:42:00.000Z,300,false
V000312,OOMS,SEQM,2026-01-01T22:46:00.000Z,2026-01-02T17:09:00.000Z,340,false
V000313,SEQM,OOMS,2026-01-02T22:38:00.000Z,2026-01-03T17:01:00.000Z,300,false
V000314,OOMS,SEQM,2026-01-02T18:06:00.000Z,2026-01-03T12:29:00.000Z,320,false
V000315,SEQM,OYSN,2026-01-02T12:58:00.000Z,2026-01-03T05:51:00.000Z,340,false
V000316,OYSN,SEQM,2026-01-01T23:27:00.000Z,2026-01-02T16:20:00.000Z,340,false
V000317,SEQM,OYSN,2026-01-02T17:20:00.000Z,2026-01-03T10:13:00.000Z,300,false
V000318,OYSN,SEQM,2026-01-02T11:39:00.000Z,2026-01-03T04:32:00.000Z,300,false
V000319,SEQM,OYSN,2026-01-02T23:00:00.000Z,2026-01-03T15:53:00.000Z,340,false
V000320,OYSN,SEQM,2026-01-02T16:15:00.000Z,2026-01-03T09:08:00.000Z,360,false
V000321,SEQM,OPKC,2026-01-02T10:38:00.000Z,2026-01-03T06:00:00.000Z,360,false
V000322,OPKC,SEQM,2026-01-01T20:28:00.000Z,2026-01-02T15:50:00.000Z,300,false
V000323,SEQM,OPKC,2026-01-02T19:09:00.000Z,2026-01-03T14:31:00.000Z,320,false
V000324,OPKC,SEQM,2026-01-02T08:58:00.000Z,2026-01-03T04:20:00.000Z,300,false
V000325,SEQM,OPKC,2026-01-03T01:40:00.000Z,2026-01-02T21:02:00.000Z,360,false
V000326,OPKC,SEQM,2026-01-02T14:22:00.000Z,2026-01-03T09:44:00.000Z,360,false
V000327,SEQM,UBBB,2026-01-02T10:14:00.000Z,2026-01-03T02:45:00.000Z,340,false
V000328,UBBB,SEQM,2026-01-01T22:46:00.000Z,2026-01-02T15:17:00.000Z,340,false
V000329,SEQM,UBBB,2026-01-02T13:09:00.000Z,2026-01-03T05:40:00.000Z,360,false
V000330,UBBB,SEQM,2026-01-02T08:03:00.000Z,2026-01-03T00:34:00.000Z,360,false
V000331,SEQM,UBBB,2026-01-02T18:55:00.000Z,2026-01-03T11:26:00.000Z,340,false
V000332,UBBB,SEQM,2026-01-02T13:08:00.000Z,2026-01-03T05:39:00.000Z,340,false
V000333,SEQM,UBBB,2026-01-03T04:44:00.000Z,2026-01-03T21:15:00.000Z,320,false
V000334,UBBB,SEQM,2026-01-02T19:42:00.000Z,2026-01-03T12:13:00.000Z,300,false
V000335,SEQM,OJAI,2026-01-02T08:30:00.000Z,2026-01-02T23:49:00.000Z,320,false
V000336,OJAI,SEQM,2026-01-02T00:30:00.000Z,2026-01-02T15:49:00.000Z,320,false
V000337,SEQM,OJAI,2026-01-02T13:57:00.000Z,2026-01-03T05:16:00.000Z,340,false
V000338,OJAI,SEQM,2026-01-02T07:37:00.000Z,2026-01-02T22:56:00.000Z,320,false
V000339,SEQM,OJAI,2026-01-02T21:54:00.000Z,2026-01-03T13:13:00.000Z,320,false
V000340,OJAI,SEQM,2026-01-02T09:31:00.000Z,2026-01-03T00:50:00.000Z,360,false
V000341,SEQM,OJAI,2026-01-03T02:17:00.000Z,2026-01-03T17:36:00.000Z,360,false
V000342,OJAI,SEQM,2026-01-02T17:17:00.000Z,2026-01-03T08:36:00.000Z,300,false
V000343,SVMI,SBBR,2026-01-02T04:28:00.000Z,2026-01-02T08:50:00.000Z,300,false
V000344,SBBR,SVMI,2026-01-02T06:05:00.000Z,2026-01-02T10:27:00.000Z,320,false
V000345,SVMI,SBBR,2026-01-02T12:34:00.000Z,2026-01-02T16:56:00.000Z,300,false
V000346,SBBR,SVMI,2026-01-02T09:06:00.000Z,2026-01-02T13:28:00.000Z,300,false
V000347,SVMI,SBBR,2026-01-02T19:00:00.000Z,2026-01-02T23:22:00.000Z,360,false
V000348,SBBR,SVMI,2026-01-02T17:39:00.000Z,2026-01-02T22:01:00.000Z,360,false
V000349,SVMI,SBBR,2026-01-03T01:09:00.000Z,2026-01-03T05:31:00.000Z,320,false
V000350,SBBR,SVMI,2026-01-02T22:45:00.000Z,2026-01-03T03:07:00.000Z,320,false
V000351,SVMI,SPIM,2026-01-02T14:55:00.000Z,2026-01-02T18:21:00.000Z,340,false
V000352,SPIM,SVMI,2026-01-02T10:24:00.000Z,2026-01-02T13:50:00.000Z,320,false
V000353,SVMI,SPIM,2026-01-02T22:09:00.000Z,2026-01-03T01:35:00.000Z,320,false
V000354,SPIM,SVMI,2026-01-02T17:15:00.000Z,2026-01-02T20:41:00.000Z,320,false
V000355,SVMI,SLLP,2026-01-02T06:28:00.000Z,2026-01-02T10:06:00.000Z,300,false
V000356,SLLP,SVMI,2026-01-02T08:51:00.000Z,2026-01-02T12:29:00.000Z,340,false
V000357,SVMI,SLLP,2026-01-02T14:42:00.000Z,2026-01-02T18:20:00.000Z,340,false
V000358,SLLP,SVMI,2026-01-02T10:19:00.000Z,2026-01-02T13:57:00.000Z,300,false
V000359,SVMI,SLLP,2026-01-02T16:11:00.000Z,2026-01-02T19:49:00.000Z,340,false
V000360,SLLP,SVMI,2026-01-02T19:04:00.000Z,2026-01-02T22:42:00.000Z,300,false
V000361,SVMI,SLLP,2026-01-03T02:55:00.000Z,2026-01-03T06:33:00.000Z,300,false
V000362,SLLP,SVMI,2026-01-03T00:54:00.000Z,2026-01-03T04:32:00.000Z,320,false
V000363,SVMI,SCEL,2026-01-02T07:37:00.000Z,2026-01-02T13:39:00.000Z,360,false
V000364,SCEL,SVMI,2026-01-02T08:45:00.000Z,2026-01-02T14:47:00.000Z,340,false
V000365,SVMI,SCEL,2026-01-02T18:23:00.000Z,2026-01-03T00:25:00.000Z,300,false
V000366,SCEL,SVMI,2026-01-02T13:21:00.000Z,2026-01-02T19:23:00.000Z,300,false
V000367,SVMI,SCEL,2026-01-03T03:48:00.000Z,2026-01-03T09:50:00.000Z,360,false
V000368,SCEL,SVMI,2026-01-02T19:42:00.000Z,2026-01-03T01:44:00.000Z,300,false
V000369,SVMI,SABE,2026-01-02T04:03:00.000Z,2026-01-02T10:17:00.000Z,300,false
V000370,SABE,SVMI,2026-01-02T14:34:00.000Z,2026-01-02T20:48:00.000Z,340,false
V000371,SVMI,SABE,2026-01-03T03:58:00.000Z,2026-01-03T10:12:00.000Z,340,false
V000372,SABE,SVMI,2026-01-02T20:46:00.000Z,2026-01-03T03:00:00.000Z,300,false
V000373,SVMI,SGAS,2026-01-02T08:07:00.000Z,2026-01-02T13:09:00.000Z,340,false
V000374,SGAS,SVMI,2026-01-02T06:16:00.000Z,2026-01-02T11:18:00.000Z,360,false
V000375,SVMI,SGAS,2026-01-02T15:43:00.000Z,2026-01-02T20:45:00.000Z,300,false
V000376,SGAS,SVMI,2026-01-02T12:51:00.000Z,2026-01-02T17:53:00.000Z,360,false
V000377,SVMI,SGAS,2026-01-02T18:03:00.000Z,2026-01-02T23:05:00.000Z,300,false
V000378,SGAS,SVMI,2026-01-02T16:58:00.000Z,2026-01-02T22:00:00.000Z,300,false
V000379,SVMI,SGAS,2026-01-02T23:22:00.000Z,2026-01-03T04:24:00.000Z,320,false
V000380,SGAS,SVMI,2026-01-02T22:50:00.000Z,2026-01-03T03:52:00.000Z,300,false
V000381,SVMI,SUAA,2026-01-02T07:09:00.000Z,2026-01-02T13:26:00.000Z,320,false
V000382,SUAA,SVMI,2026-01-02T06:34:00.000Z,2026-01-02T12:51:00.000Z,300,false
V000383,SVMI,SUAA,2026-01-02T10:31:00.000Z,2026-01-02T16:48:00.000Z,300,false
V000384,SUAA,SVMI,2026-01-02T09:43:00.000Z,2026-01-02T16:00:00.000Z,360,false
V000385,SVMI,SUAA,2026-01-02T18:31:00.000Z,2026-01-03T00:48:00.000Z,360,false
V000386,SUAA,SVMI,2026-01-02T20:32:00.000Z,2026-01-03T02:49:00.000Z,360,false
V000387,SVMI,SUAA,2026-01-03T00:25:00.000Z,2026-01-03T06:42:00.000Z,340,false
V000388,SUAA,SVMI,2026-01-03T01:45:00.000Z,2026-01-03T08:02:00.000Z,320,false
V000389,SVMI,LATI,2026-01-02T05:01:00.000Z,2026-01-02T16:10:00.000Z,360,false
V000390,LATI,SVMI,2026-01-02T00:48:00.000Z,2026-01-02T11:57:00.000Z,340,false
V000391,SVMI,LATI,2026-01-02T17:32:00.000Z,2026-01-03T04:41:00.000Z,320,false
V000392,LATI,SVMI,2026-01-02T12:29:00.000Z,2026-01-02T23:38:00.000Z,320,false
V000393,SVMI,LATI,2026-01-02T23:13:00.000Z,2026-01-03T10:22:00.000Z,300,false
V000394,LATI,SVMI,2026-01-02T15:34:00.000Z,2026-01-03T02:43:00.000Z,300,false
V000395,SVMI,EDDI,2026-01-02T09:02:00.000Z,2026-01-02T19:34:00.000Z,340,false
V000396,EDDI,SVMI,2026-01-01T23:17:00.000Z,2026-01-02T09:49:00.000Z,340,false
V000397,SVMI,EDDI,2026-01-02T16:01:00.000Z,2026-01-03T02:33:00.000Z,320,false
V000398,EDDI,SVMI,2026-01-02T12:03:00.000Z,2026-01-02T22:35:00.000Z,360,false
V000399,SVMI,EDDI,2026-01-02T23:35:00.000Z,2026-01-03T10:07:00.000Z,340,false
V000400,EDDI,SVMI,2026-01-02T15:47:00.000Z,2026-01-03T02:19:00.000Z,340,false
V000401,SVMI,LOWW,2026-01-02T04:06:00.000Z,2026-01-02T14:54:00.000Z,300,false
V000402,LOWW,SVMI,2026-01-01T23:50:00.000Z,2026-01-02T10:38:00.000Z,360,false
V000403,SVMI,LOWW,2026-01-02T12:13:00.000Z,2026-01-02T23:01:00.000Z,340,false
V000404,LOWW,SVMI,2026-01-02T06:43:00.000Z,2026-01-02T17:31:00.000Z,340,false
V000405,SVMI,LOWW,2026-01-02T16:32:00.000Z,2026-01-03T03:20:00.000Z,320,false
V000406,LOWW,SVMI,2026-01-02T10:14:00.000Z,2026-01-02T21:02:00.000Z,340,false
V000407,SVMI,LOWW,2026-01-03T03:47:00.000Z,2026-01-03T14:35:00.000Z,320,false
V000408,LOWW,SVMI,2026-01-02T17:18:00.000Z,2026-01-03T04:06:00.000Z,320,false
V000409,SVMI,EBCI,2026-01-02T04:58:00.000Z,2026-01-02T14:41:00.000Z,360,false
V000410,EBCI,SVMI,2026-01-01T22:21:00.000Z,2026-01-02T08:04:00.000Z,300,false
V000411,SVMI,EBCI,2026-01-02T15:58:00.000Z,2026-01-03T01:41:00.000Z,320,false
V000412,EBCI,SVMI,2026-01-02T05:55:00.000Z,2026-01-02T15:38:00.000Z,360,false
V000413,SVMI,EBCI,2026-01-02T18:06:00.000Z,2026-01-03T03:49:00.000Z,340,false
V000414,EBCI,SVMI,2026-01-02T13:20:00.000Z,2026-01-02T23:03:00.000Z,300,false
V000415,SVMI,EBCI,2026-01-02T22:32:00.000Z,2026-01-03T08:15:00.000Z,340,false
V000416,EBCI,SVMI,2026-01-02T17:20:00.000Z,2026-01-03T03:03:00.000Z,360,false
V000417,SVMI,UMMS,2026-01-02T11:17:00.000Z,2026-01-02T23:05:00.000Z,300,false
V000418,UMMS,SVMI,2026-01-02T01:02:00.000Z,2026-01-02T12:50:00.000Z,300,false
V000419,SVMI,UMMS,2026-01-02T21:44:00.000Z,2026-01-03T09:32:00.000Z,300,false
V000420,UMMS,SVMI,2026-01-02T11:08:00.000Z,2026-01-02T22:56:00.000Z,360,false
V000421,SVMI,LBSF,2026-01-02T11:08:00.000Z,2026-01-02T22:41:00.000Z,360,false
V000422,LBSF,SVMI,2026-01-01T21:17:00.000Z,2026-01-02T08:50:00.000Z,320,false
V000423,SVMI,LBSF,2026-01-02T19:21:00.000Z,2026-01-03T06:54:00.000Z,300,false
V000424,LBSF,SVMI,2026-01-02T10:20:00.000Z,2026-01-02T21:53:00.000Z,300,false
V000425,SVMI,LBSF,2026-01-02T23:51:00.000Z,2026-01-03T11:24:00.000Z,360,false
V000426,LBSF,SVMI,2026-01-02T15:13:00.000Z,2026-01-03T02:46:00.000Z,300,false
V000427,SVMI,LKPR,2026-01-02T04:17:00.000Z,2026-01-02T14:54:00.000Z,340,false
V000428,LKPR,SVMI,2026-01-02T03:20:00.000Z,2026-01-02T13:57:00.000Z,360,false
V000429,SVMI,LKPR,2026-01-02T10:40:00.000Z,2026-01-02T21:17:00.000Z,320,false
V000430,LKPR,SVMI,2026-01-02T09:59:00.000Z,2026-01-02T20:36:00.000Z,360,false
V000431,SVMI,LKPR,2026-01-02T16:52:00.000Z,2026-01-03T03:29:00.000Z,360,false
V000432,LKPR,SVMI,2026-01-02T11:52:00.000Z,2026-01-02T22:29:00.000Z,300,false
V000433,SVMI,LKPR,2026-01-02T22:40:00.000Z,2026-01-03T09:17:00.000Z,320,false
V000434,LKPR,SVMI,2026-01-02T19:25:00.000Z,2026-01-03T06:02:00.000Z,300,false
V000435,SVMI,LDZA,2026-01-02T19:12:00.000Z,2026-01-03T06:00:00.000Z,340,false
V000436,LDZA,SVMI,2026-01-02T08:49:00.000Z,2026-01-02T19:37:00.000Z,360,false
V000437,SVMI,EKCH,2026-01-02T05:13:00.000Z,2026-01-02T15:42:00.000Z,320,false
V000438,EKCH,SVMI,2026-01-02T01:00:00.000Z,2026-01-02T11:29:00.000Z,340,false
V000439,SVMI,EKCH,2026-01-02T14:50:00.000Z,2026-01-03T01:19:00.000Z,360,false
V000440,EKCH,SVMI,2026-01-02T04:18:00.000Z,2026-01-02T14:47:00.000Z,340,false
V000441,SVMI,EKCH,2026-01-02T21:39:00.000Z,2026-01-03T08:08:00.000Z,300,false
V000442,EKCH,SVMI,2026-01-02T15:24:00.000Z,2026-01-03T01:53:00.000Z,300,false
V000443,SVMI,EKCH,2026-01-03T00:07:00.000Z,2026-01-03T10:36:00.000Z,360,false
V000444,EKCH,SVMI,2026-01-02T18:57:00.000Z,2026-01-03T05:26:00.000Z,340,false
V000445,SVMI,EHAM,2026-01-02T16:14:00.000Z,2026-01-03T02:00:00.000Z,360,false
V000446,EHAM,SVMI,2026-01-02T16:11:00.000Z,2026-01-03T01:57:00.000Z,320,false
V000447,SVMI,VIDP,2026-01-02T06:23:00.000Z,2026-01-03T00:15:00.000Z,300,false
V000448,VIDP,SVMI,2026-01-01T22:36:00.000Z,2026-01-02T16:28:00.000Z,300,false
V000449,SVMI,VIDP,2026-01-02T15:34:00.000Z,2026-01-03T09:26:00.000Z,300,false
V000450,VIDP,SVMI,2026-01-02T04:42:00.000Z,2026-01-02T22:34:00.000Z,300,false
V000451,SVMI,VIDP,2026-01-02T21:44:00.000Z,2026-01-03T15:36:00.000Z,300,false
V000452,VIDP,SVMI,2026-01-02T08:36:00.000Z,2026-01-03T02:28:00.000Z,340,false
V000453,SVMI,VIDP,2026-01-03T00:47:00.000Z,2026-01-03T18:39:00.000Z,320,false
V000454,VIDP,SVMI,2026-01-02T17:40:00.000Z,2026-01-03T11:32:00.000Z,340,false
V000455,SVMI,OSDI,2026-01-02T05:42:00.000Z,2026-01-02T18:54:00.000Z,340,false
V000456,OSDI,SVMI,2026-01-01T22:43:00.000Z,2026-01-02T11:55:00.000Z,320,false
V000457,SVMI,OSDI,2026-01-02T15:55:00.000Z,2026-01-03T05:07:00.000Z,340,false
V000458,OSDI,SVMI,2026-01-02T03:16:00.000Z,2026-01-02T16:28:00.000Z,340,false
V000459,SVMI,OSDI,2026-01-02T17:38:00.000Z,2026-01-03T06:50:00.000Z,360,false
V000460,OSDI,SVMI,2026-01-02T10:30:00.000Z,2026-01-02T23:42:00.000Z,320,false
V000461,SVMI,OSDI,2026-01-03T01:55:00.000Z,2026-01-03T15:07:00.000Z,320,false
V000462,OSDI,SVMI,2026-01-02T17:16:00.000Z,2026-01-03T06:28:00.000Z,360,false
V000463,SVMI,OAKB,2026-01-02T09:23:00.000Z,2026-01-03T01:59:00.000Z,320,false
V000464,OAKB,SVMI,2026-01-01T20:00:00.000Z,2026-01-02T12:36:00.000Z,320,false
V000465,SVMI,OAKB,2026-01-02T15:53:00.000Z,2026-01-03T08:29:00.000Z,340,false
V000466,OAKB,SVMI,2026-01-02T05:38:00.000Z,2026-01-02T22:14:00.000Z,340,false
V000467,SVMI,OAKB,2026-01-02T20:51:00.000Z,2026-01-03T13:27:00.000Z,340,false
V000468,OAKB,SVMI,2026-01-02T11:45:00.000Z,2026-01-03T04:21:00.000Z,360,false
V000469,SVMI,OAKB,2026-01-02T23:30:00.000Z,2026-01-03T16:06:00.000Z,320,false
V000470,OAKB,SVMI,2026-01-02T19:33:00.000Z,2026-01-03T12:09:00.000Z,340,false
V000471,SVMI,OOMS,2026-01-02T05:12:00.000Z,2026-01-02T21:26:00.000Z,340,false
V000472,OOMS,SVMI,2026-01-02T00:47:00.000Z,2026-01-02T17:01:00.000Z,340,false
V000473,SVMI,OOMS,2026-01-02T14:01:00.000Z,2026-01-03T06:15:00.000Z,320,false
V000474,OOMS,SVMI,2026-01-02T03:27:00.000Z,2026-01-02T19:41:00.000Z,360,false
V000475,SVMI,OOMS,2026-01-02T19:58:00.000Z,2026-01-03T12:12:00.000Z,300,false
V000476,OOMS,SVMI,2026-01-02T09:07:00.000Z,2026-01-03T01:21:00.000Z,340,false
V000477,SVMI,OOMS,2026-01-03T02:19:00.000Z,2026-01-03T18:33:00.000Z,340,false
V000478,OOMS,SVMI,2026-01-02T17:02:00.000Z,2026-01-03T09:16:00.000Z,340,false
V000479,SVMI,OYSN,2026-01-02T04:34:00.000Z,2026-01-02T19:26:00.000Z,320,false
V000480,OYSN,SVMI,2026-01-01T21:33:00.000Z,2026-01-02T12:25:00.000Z,300,false
V000481,SVMI,OYSN,2026-01-02T15:01:00.000Z,2026-01-03T05:53:00.000Z,360,false
V000482,OYSN,SVMI,2026-01-02T06:42:00.000Z,2026-01-02T21:34:00.000Z,320,false
V000483,SVMI,OYSN,2026-01-02T18:52:00.000Z,2026-01-03T09:44:00.000Z,320,false
V000484,OYSN,SVMI,2026-01-02T14:16:00.000Z,2026-01-03T05:08:00.000Z,320,false
V000485,SVMI,OYSN,2026-01-03T03:47:00.000Z,2026-01-03T18:39:00.000Z,360,false
V000486,OYSN,SVMI,2026-01-02T19:18:00.000Z,2026-01-03T10:10:00.000Z,300,false
V000487,SVMI,OPKC,2026-01-02T07:38:00.000Z,2026-01-03T00:49:00.000Z,340,false
V000488,OPKC,SVMI,2026-01-01T21:13:00.000Z,2026-01-02T14:24:00.000Z,360,false
V000489,SVMI,OPKC,2026-01-02T15:28:00.000Z,2026-01-03T08:39:00.000Z,360,false
V000490,OPKC,SVMI,2026-01-02T06:32:00.000Z,2026-01-02T23:43:00.000Z,300,false
V000491,SVMI,OPKC,2026-01-02T16:58:00.000Z,2026-01-03T10:09:00.000Z,320,false
V000492,OPKC,SVMI,2026-01-02T07:41:00.000Z,2026-01-03T00:52:00.000Z,360,false
V000493,SVMI,OPKC,2026-01-03T03:23:00.000Z,2026-01-02T20:34:00.000Z,320,false
V000494,OPKC,SVMI,2026-01-02T17:13:00.000Z,2026-01-03T10:24:00.000Z,320,false
V000495,SVMI,UBBB,2026-01-02T06:50:00.000Z,2026-01-02T21:11:00.000Z,360,false
V000496,UBBB,SVMI,2026-01-02T03:41:00.000Z,2026-01-02T18:02:00.000Z,360,false
V000497,SVMI,UBBB,2026-01-02T12:43:00.000Z,2026-01-03T03:04:00.000Z,320,false
V000498,UBBB,SVMI,2026-01-02T09:32:00.000Z,2026-01-02T23:53:00.000Z,320,false
V000499,SVMI,UBBB,2026-01-02T16:36:00.000Z,2026-01-03T06:57:00.000Z,340,false
V000500,UBBB,SVMI,2026-01-02T11:27:00.000Z,2026-01-03T01:48:00.000Z,360,false
V000501,SVMI,UBBB,2026-01-03T01:32:00.000Z,2026-01-03T15:53:00.000Z,300,false
V000502,UBBB,SVMI,2026-01-02T18:29:00.000Z,2026-01-03T08:50:00.000Z,320,false
V000503,SVMI,OJAI,2026-01-02T06:13:00.000Z,2026-01-02T19:23:00.000Z,300,false
V000504,OJAI,SVMI,2026-01-02T03:58:00.000Z,2026-01-02T17:08:00.000Z,340,false
V000505,SVMI,OJAI,2026-01-02T15:46:00.000Z,2026-01-03T04:56:00.000Z,300,false
V000506,OJAI,SVMI,2026-01-02T09:17:00.000Z,2026-01-02T22:27:00.000Z,340,false
V000507,SVMI,OJAI,2026-01-02T21:28:00.000Z,2026-01-03T10:38:00.000Z,320,false
V000508,OJAI,SVMI,2026-01-02T18:44:00.000Z,2026-01-03T07:54:00.000Z,340,false
V000509,SBBR,SPIM,2026-01-02T10:06:00.000Z,2026-01-02T14:11:00.000Z,340,false
V000510,SPIM,SBBR,2026-01-02T05:48:00.000Z,2026-01-02T09:53:00.000Z,300,false
V000511,SBBR,SPIM,2026-01-02T16:38:00.000Z,2026-01-02T20:43:00.000Z,320,false
V000512,SPIM,SBBR,2026-01-02T23:19:00.000Z,2026-01-03T03:24:00.000Z,340,false
V000513,SBBR,SLLP,2026-01-02T03:10:00.000Z,2026-01-02T06:00:00.000Z,360,false
V000514,SLLP,SBBR,2026-01-02T05:33:00.000Z,2026-01-02T08:23:00.000Z,320,false
V000515,SBBR,SLLP,2026-01-02T09:40:00.000Z,2026-01-02T12:30:00.000Z,360,false
V000516,SLLP,SBBR,2026-01-02T15:07:00.000Z,2026-01-02T17:57:00.000Z,300,false
V000517,SBBR,SLLP,2026-01-02T17:47:00.000Z,2026-01-02T20:37:00.000Z,340,false
V000518,SLLP,SBBR,2026-01-02T20:07:00.000Z,2026-01-02T22:57:00.000Z,360,false
V000519,SBBR,SLLP,2026-01-02T21:31:00.000Z,2026-01-03T00:21:00.000Z,320,false
V000520,SLLP,SBBR,2026-01-03T00:13:00.000Z,2026-01-03T03:03:00.000Z,320,false
V000521,SBBR,SCEL,2026-01-02T03:17:00.000Z,2026-01-02T07:08:00.000Z,340,false
V000522,SCEL,SBBR,2026-01-02T13:28:00.000Z,2026-01-02T17:19:00.000Z,320,false
V000523,SBBR,SCEL,2026-01-02T23:02:00.000Z,2026-01-03T02:53:00.000Z,300,false
V000524,SCEL,SBBR,2026-01-02T20:38:00.000Z,2026-01-03T00:29:00.000Z,360,false
V000525,SBBR,SABE,2026-01-02T06:01:00.000Z,2026-01-02T09:00:00.000Z,360,false
V000526,SABE,SBBR,2026-01-02T04:24:00.000Z,2026-01-02T07:23:00.000Z,320,false
V000527,SBBR,SABE,2026-01-02T12:57:00.000Z,2026-01-02T15:56:00.000Z,360,false
V000528,SABE,SBBR,2026-01-02T12:22:00.000Z,2026-01-02T15:21:00.000Z,320,false
V000529,SBBR,SABE,2026-01-02T16:24:00.000Z,2026-01-02T19:23:00.000Z,320,false
V000530,SABE,SBBR,2026-01-02T15:15:00.000Z,2026-01-02T18:14:00.000Z,320,false
V000531,SBBR,SABE,2026-01-03T01:01:00.000Z,2026-01-03T04:00:00.000Z,300,false
V000532,SABE,SBBR,2026-01-02T21:06:00.000Z,2026-01-03T00:05:00.000Z,360,false
V000533,SBBR,SGAS,2026-01-02T05:00:00.000Z,2026-01-02T06:55:00.000Z,320,false
V000534,SGAS,SBBR,2026-01-02T04:51:00.000Z,2026-01-02T06:46:00.000Z,300,false
V000535,SBBR,SGAS,2026-01-02T14:36:00.000Z,2026-01-02T16:31:00.000Z,300,false
